autor,publicaciones,total_citaciones,cit_promedio,max_citaciones,h_index,g_index
Claudio Gratton,1,11,11.0,11,1,1
Eunice Enríquez,1,11,11.0,11,1,1
Pamela Méndez,1,11,11.0,11,1,1
Cristián Fuenzalida Alvarez,1,11,11.0,11,1,1
Carla Santos,1,11,11.0,11,1,1
Carla Rivera‐Rebella,1,11,11.0,11,1,1
Pamela Beatriz Saavedra Castro,1,11,11.0,11,1,1
Ana María Gómez-Tafalla,1,11,11.0,11,1,1
Dimitri Lefebvre,1,11,11.0,11,1,1
Maria Soler,1,11,11.0,11,1,1
Maria P. Arrate,1,11,11.0,11,1,1
Suzanne Mahlburg Kay,1,11,11.0,11,1,1
Susannah B. Lerman,1,11,11.0,11,1,1
Jorge Castillo,2,11,5.5,9,2,2
R. Paladino,1,11,11.0,11,1,1
Claudia Bonomelli,2,11,5.5,11,1,2
D. Reide Corbett,1,11,11.0,11,1,1
Isabelle Dajoz,1,11,11.0,11,1,1
Gideon Pisanty,1,11,11.0,11,1,1
Marianela Inga,1,11,11.0,11,1,1
Mariana Freire Alberti,1,11,11.0,11,1,1
Mariana Beal‐Neves,1,11,11.0,11,1,1
Alberto Paradela,2,11,5.5,6,2,2
Rosario Nájera,2,11,5.5,11,1,2
Mitsuyoshi Akiyama,1,11,11.0,11,1,1
Rubí Nieves Rodríguez Díaz,1,11,11.0,11,1,1
Ruben Checa,1,11,11.0,11,1,1
Ling‐Zeng Meng,1,11,11.0,11,1,1
Lina P Carvajal,4,11,2.75,11,1,3
Andreaw Rifo,1,11,11.0,11,1,1
Paola Núñez Nieto,4,11,2.75,8,2,3
Dante Leiva,2,11,5.5,6,2,2
R. Ginocchio,1,11,11.0,11,1,1
R. D. Wilkinson,1,11,11.0,11,1,1
William J. Sullivan,2,11,5.5,11,1,2
Weronika Banaszak‐Cibicka,1,11,11.0,11,1,1
Carolina Castañeda P.,1,11,11.0,11,1,1
Ignacio Castellanos,1,11,11.0,11,1,1
Steve Javorek,1,11,11.0,11,1,1
Juan J. Casal,1,11,11.0,11,1,1
Fabián Retamal,1,11,11.0,11,1,1
J.C. Elicer-Cortés,1,11,11.0,11,1,1
Misha Leong,1,11,11.0,11,1,1
Jinnethe Reyes,3,11,3.67,11,1,3
Paola Fernández P,1,11,11.0,11,1,1
Christian Mandiola,1,11,11.0,11,1,1
S. Gonzalez,1,11,11.0,11,1,1
Alexandra‐Maria Klein,1,11,11.0,11,1,1
Enzo Acuña,1,11,11.0,11,1,1
Dhanya G. Nair,2,11,5.5,11,1,2
Desirane C. Bezerra,1,11,11.0,11,1,1
Mikhail Lisakov,3,11,3.67,11,1,3
José Luis González Andújar,1,11,11.0,11,1,1
S. Adscheid,1,11,11.0,11,1,1
Stacy M. Philpott,1,11,11.0,11,1,1
J.T. Schoffer,1,11,11.0,11,1,1
Diego Verdugo,1,11,11.0,11,1,1
Liliana U. Tapia,1,11,11.0,11,1,1
Liliana Puchuri,2,11,5.5,11,1,2
Patrice Abry,1,11,11.0,11,1,1
Parra,1,11,11.0,11,1,1
Karina N. Catalan,1,11,11.0,11,1,1
Xavier Brioso,2,11,5.5,7,2,2
Wim Vader,1,11,11.0,11,1,1
Joan R. Casas,3,11,3.67,11,1,3
Houda Beghoura,1,11,11.0,11,1,1
Patricia Hernández,1,11,11.0,11,1,1
Patricia Estrella,2,11,5.5,8,2,2
Jorge Alfredo Ardila‐Rey,2,11,5.5,8,2,2
Jorge A Escobar F,1,11,11.0,11,1,1
David Kleijn,1,11,11.0,11,1,1
Isabel Olmos Parés,1,11,11.0,11,1,1
Jaboury Ghazoul,1,11,11.0,11,1,1
Ayelen Luczywo,1,11,11.0,11,1,1
Mario V. Balzan,1,11,11.0,11,1,1
Stefan Vogel,1,11,11.0,11,1,1
Javier Mallea M,1,11,11.0,11,1,1
Joana A. Kramer,1,11,11.0,11,1,1
Ximena Bernarda Azúa Ríos,1,11,11.0,11,1,1
Isabel Cantón Mayo,1,11,11.0,11,1,1
Maritza Méndez-Reina,7,11,1.57,6,2,3
Juan Hurtado,1,11,5.5,9,2,2
Daniel Sandoval,3,11,3.67,7,2,3
Alex Santos da Silva,1,11,11.0,11,1,1
Diana Milena Álvarez,1,11,11.0,11,1,1
Gabriela Armas‐Quiñonez,1,11,11.0,11,1,1
Diana Correa,2,11,5.5,6,2,2
Miguel Alejandro Rodríguez Jara,1,11,11.0,11,1,1
Sonja Mudri‐Stojnić,1,11,11.0,11,1,1
Jackson H. O’Donnell,1,11,11.0,11,1,1
Jack Orlowski Scherer,1,11,11.0,11,1,1
Karin Jeanette Arismendi Vera,1,11,11.0,11,1,1
Guilherme de Souza,1,11,11.0,11,1,1
Yael Mandelik,1,11,11.0,11,1,1
Patricio García-Tello,3,11,3.67,7,2,3
Lawrence Fulton,1,11,11.0,11,1,1
Markus P. Eichhorn,1,11,11.0,11,1,1
Mark Otieno,1,11,11.0,11,1,1
Mark Hall,1,11,11.0,11,1,1
Juan Francisco Arzola–González,1,11,11.0,11,1,1
Daniel Gonzalez‐Mañán,1,11,11.0,11,1,1
Sonia Quijano‐Scheggia,1,11,11.0,11,1,1
Solène Guenat,1,11,11.0,11,1,1
Mick E. Hanley,1,11,11.0,11,1,1
Soledad Ruíz,1,11,11.0,11,1,1
Etienne Averlant,1,11,11.0,11,1,1
Patricia Landaverde‐González,1,11,11.0,11,1,1
Jordi Izquierdo,1,11,11.0,11,1,1
Dario Cantù,1,11,11.0,11,1,1
Antônia Costa Andrade,1,11,11.0,11,1,1
Efthalia Traianou,2,11,5.5,11,1,2
Alessandro Tagliabue,1,11,11.0,11,1,1
Gabriela Castro,2,11,5.5,7,2,2
Antonio Visioli,1,11,11.0,11,1,1
Michaël Janssen,2,11,5.5,11,1,2
José Manuel Améstica,3,11,3.67,7,2,3
Alessandro Gandin,1,11,11.0,11,1,1
Juan F. Calderón,1,11,11.0,11,1,1
Marquet,1,11,11.0,11,1,1
Soledad Espinoza,1,11,11.0,11,1,1
Solange A. Jaques,1,11,11.0,11,1,1
Isaac Prilleltensky,1,11,11.0,11,1,1
C. Gómez-Guijarro,1,11,11.0,11,1,1
Leissing Frederick,1,11,11.0,11,1,1
Karinna Lattes,1,11,11.0,11,1,1
Francisco J. Aparicio,1,11,11.0,11,1,1
Patricio Salgado,1,11,11.0,11,1,1
Joachim Schulze,1,11,11.0,11,1,1
Laura Sepúlveda,3,11,3.67,9,2,3
Laura M. Lechuga,1,11,11.0,11,1,1
Bruna do Amaral Brogio,1,11,11.0,11,1,1
Karyn Belmonte,2,11,5.5,7,2,2
Martina Escudero,1,11,11.0,11,1,1
Martin O. Martineau,1,11,11.0,11,1,1
Atilio Aldo Almagià-Flores,3,11,3.67,7,2,3
Martin Hermy,1,11,11.0,11,1,1
Martin H. Entling,1,11,11.0,11,1,1
Cynthia Aylín García Guerrero,1,11,11.0,11,1,1
Constanza Cerda Canales,4,11,2.75,5,2,3
Michael Kuhlmann,1,11,11.0,11,1,1
Antônio Diego M. Bezerra,1,11,11.0,11,1,1
Alejandra Martínez,1,11,11.0,11,1,1
Fanny Leyton A,1,11,11.0,11,1,1
Antônio Olinto Ávila-da-Silva,2,11,5.5,7,2,2
Gabriela Zárate,1,11,11.0,11,1,1
Mia Park,1,11,11.0,11,1,1
Mertz,1,11,11.0,11,1,1
Sanjay R. Arwade,3,11,3.67,7,2,3
Sandra Rincón,3,11,3.67,11,1,3
Sandra Iturrieta Olivares,13,11,0.85,4,2,2
Simon Birrer,1,11,11.0,11,1,1
Martina Salazar,2,11,5.5,10,1,2
E. Jímenez-Sánchez,2,11,5.5,10,1,2
Laura Vanagas,2,11,5.5,11,1,2
David Aceituno Silva,15,11,0.73,3,2,2
Darío Vásquez Z,1,11,11.0,11,1,1
Joaquin Aguirre,1,11,11.0,11,1,1
Jonatas Lobato Duarte,1,11,11.0,11,1,1
Yilda F. Herrera,1,11,11.0,11,1,1
Yeniffer Rodríguez M,1,11,11.0,11,1,1
Carolina Gallardo,1,11,11.0,11,1,1
Laura A. Burkle,1,11,11.0,11,1,1
Juan Carlos Ortega Bravo,1,11,11.0,11,1,1
Melissa Pérez-Alania,1,11,11.0,11,1,1
Felipe Granada G,1,11,11.0,11,1,1
Alejandro del Pozo,1,11,11.0,11,1,1
Sara Cuadros-Orellana,2,11,5.5,8,2,2
Astrid Algaba Brazález,1,11,11.0,11,1,1
Mary A. Jamieson,1,11,11.0,11,1,1
Marusella Lam,1,11,11.0,11,1,1
Martínez-Valdebenito,1,11,11.0,11,1,1
Camila G. Dossi,1,11,11.0,11,1,1
Simone Rodrigues da Silva,1,11,11.0,11,1,1
Sebastian Miranda-Marquez,1,11,11.0,11,1,1
Sebastian Hopfenmüller,1,11,11.0,11,1,1
Jane Morrison,1,11,11.0,11,1,1
Melanie Ehren,1,11,11.0,11,1,1
May-Lin Almendras,2,11,5.5,9,2,2
Saul A. Cunningham,1,11,11.0,11,1,1
María Esther Moreno-Narváez,1,11,11.0,11,1,1
María Elsa Del Valle Leo,1,11,11.0,11,1,1
Ashley M. Rossin,1,11,11.0,11,1,1
Ashley B. Bennett,1,11,11.0,11,1,1
Juan Carlos Tójar Hurtado,2,11,5.5,8,2,2
Esteban San Juan,1,11,11.0,11,1,1
Pilar Mazuela,3,11,3.67,8,2,3
Paul J. Planet,4,11,2.75,11,1,3
Paul Glaum,1,11,11.0,11,1,1
Andrea Ravasio,1,11,11.0,11,1,1
Conxita Solans,1,11,11.0,11,1,1
Poul Linneberg,3,11,3.67,11,1,3
Ioannis Liodakis,1,11,11.0,11,1,1
Bruno Briseghella,1,11,11.0,11,1,1
L. Vásquez,1,11,11.0,11,1,1
Cristian Adasme‐Berríos,2,11,5.5,7,2,2
Edemilson Cardoso da Conceição,1,11,11.0,11,1,1
María Fernanda González,1,11,11.0,11,1,1
Heather Grab,1,11,11.0,11,1,1
Elaine Espindola,3,11,3.67,7,2,3
Silvia E. Ası́s,2,11,5.5,11,1,2
Alejandro Urrutia,1,11,11.0,11,1,1
Sarah Cusser,1,11,11.0,11,1,1
Elizabeth L. Hazbun,1,11,11.0,11,1,1
Helena Montenegro,3,11,3.67,9,2,3
Sebastian Salinas-Roco,1,11,11.0,11,1,1
Paula Francisca Ortiz Marholz,3,11,3.67,8,2,3
Paula Cecilia Soto-Lillo,1,11,11.0,11,1,1
Pierre Fréon,2,11,5.5,7,2,2
Gerardo Díaz Hidalgo,1,11,11.0,11,1,1
Jae-Young Kim,1,11,11.0,11,1,1
Shuting Miao,1,11,11.0,11,1,1
Cynthia Cadagan,1,11,11.0,11,1,1
Daniel J. Farrow,1,11,5.5,6,2,2
Sebastian Eterović,2,11,5.5,11,1,2
Mauricio Latorre,1,11,11.0,11,1,1
Ariel A. Farías,1,11,11.0,11,1,1
Sebastián Guerra,1,11,11.0,11,1,1
María I. Taborda,1,11,11.0,11,1,1
Lars Bo Andersen,2,11,5.5,8,2,2
Bruno Ferreira Marques,1,11,11.0,11,1,1
John S. Ascher,1,11,11.0,11,1,1
Ek del‐Val,1,11,11.0,11,1,1
Jaime Andrés Rivas‐Pardo,1,11,11.0,11,1,1
Federico Gavinelli,1,11,11.0,11,1,1
Georgios Filippos Paraschos,2,11,5.5,11,1,2
Emile Cornelissen,1,11,11.0,11,1,1
Sebastián E. Rodríguez,1,11,11.0,11,1,1
María Jesus Serrano,1,11,11.0,11,1,1
María Ignacia Ponce-Hille,1,11,11.0,11,1,1
L. Mercado,1,11,11.0,11,1,1
E. Orrú,1,11,11.0,11,1,1
Cristian Gallardo‐Escárate,1,11,11.0,11,1,1
Yuxin Li,1,11,11.0,11,1,1
Yunhui Liu,1,11,11.0,11,1,1
Yuneisy Guerra,1,11,11.0,11,1,1
Jochen Krauß,1,11,11.0,11,1,1
Paula María Montoya‐Pfeiffer,1,11,11.0,11,1,1
Andrea Méndez Arias,1,11,11.0,11,1,1
Andrea Minio,1,11,11.0,11,1,1
David Godfrey,2,11,5.5,8,2,2
Philippe Willenz,1,11,11.0,11,1,1
Joel E. Alvarez,1,11,11.0,11,1,1
L. Infante,1,11,11.0,11,1,1
L. Feretti,1,11,11.0,11,1,1
L. C. Debbrecht,1,11,11.0,11,1,1
Zarrar Khan,3,11,3.67,9,1,3
Yves Basset,1,11,11.0,11,1,1
Shalene Jha,1,11,11.0,11,1,1
Emilio Perucca,1,11,11.0,11,1,1
Matthieu J. Miossec,1,11,11.0,11,1,1
Felipe Bugueño,1,11,11.0,11,1,1
Sebastián Pérez-Vera,1,11,11.0,11,1,1
Sebastián Pereira,1,11,11.0,11,1,1
E. Valdés,1,11,11.0,11,1,1
Gastón Rosson,1,11,11.0,11,1,1
Hee‐Jong Seo,6,11,1.83,10,1,3
Sergio O. Ángel,2,11,5.5,11,1,2
Jaime Tapia,3,11,3.67,9,2,3
Pedro Melín,3,11,3.67,5,2,3
Paulo Fierro,1,11,11.0,11,1,1
John J. Castillo,1,11,11.0,11,1,1
Kristoffer Hylander,1,11,11.0,11,1,1
Kristian Schellenberg,1,11,11.0,11,1,1
Krassimir Panajotov,1,11,11.0,11,1,1
Kathryn Riley,1,11,11.0,11,1,1
A. Bonafede,1,11,11.0,11,1,1
Paulina Sierra‐Rosales,1,11,11.0,11,1,1
Paulina Sanhueza,3,11,3.67,7,2,3
Andrea Holzschuh,1,11,11.0,11,1,1
Keng‐Lou James Hung,1,11,11.0,11,1,1
Kee Warner,1,11,11.0,11,1,1
Ανδρέας Λαμπρόπουλος,2,11,5.5,11,1,2
Pedro Maria Abreu Ferreira,1,11,11.0,11,1,1
Ángel Rodríguez‐Rozas,2,11,5.5,11,1,2
Ángel Férnandez,2,11,5.5,7,2,2
Carolina Martı́nez,2,11,5.5,7,2,2
Bárbara Valverde O.,1,11,11.0,11,1,1
Cecil Tenorio,1,11,11.0,11,1,1
Kevin C. Matteson,1,11,11.0,11,1,1
David Cárdenas Vélez,1,11,11.0,11,1,1
Johanna Medellín-Mora,1,11,11.0,11,1,1
Pavletic,1,11,11.0,11,1,1
John A. Gladysz,1,11,11.0,11,1,1
Kimberly M. Ballare,1,11,11.0,11,1,1
Kimberly K. Boddy,1,11,11.0,11,1,1
E.A. Dalchielle,1,10,10.0,10,1,1
Gustavo Herrera-Urízar,5,10,2.0,5,2,3
Francisca Marín,1,10,10.0,10,1,1
Francisca Medina,4,10,2.5,6,2,3
Paz Pérez Ahumada,1,10,10.0,10,1,1
Pedro Acuña Mercier,1,10,10.0,10,1,1
Cristo Cucumides,1,10,10.0,10,1,1
Sergio A. Restrepo,1,10,10.0,10,1,1
Sergio Barahona,1,10,10.0,10,1,1
Sergio Bravo,1,10,10.0,10,1,1
Mathias Hüne,1,10,10.0,10,1,1
Sergio Salas,7,10,1.43,4,2,3
Cármen Rossini,1,10,10.0,10,1,1
Jaime Huerta,1,10,10.0,10,1,1
Alejandro Calle-Saldarriaga,1,10,10.0,10,1,1
Paulina Wegertseder,1,10,10.0,10,1,1
Erika Madariaga,3,10,3.33,6,2,3
Zhongcheng Lei,1,10,10.0,10,1,1
Córdova,1,10,10.0,10,1,1
Katherine Yi-Ning Chen,1,10,10.0,10,1,1
Bulent Sarlioglu,1,10,10.0,10,1,1
Aris Thomasberger,1,10,10.0,10,1,1
Camila Rojas Abarca,1,10,10.0,10,1,1
Carlos Techeira,1,10,10.0,10,1,1
María-Eugenia Amorós,1,10,10.0,10,1,1
Jaime Rodríguez Méndez,3,10,3.33,8,2,3
Jairo Oviedo,2,10,5.0,10,1,2
Alejandro Grez,1,10,10.0,10,1,1
Kshitija Kelkar,1,10,10.0,10,1,1
Zeynep Kiziltan,4,10,2.5,8,1,3
Escarlet Curihuentro,2,10,5.0,6,2,2
Bruno Willian Picão,1,10,10.0,10,1,1
Cristian Cancino,1,10,10.0,10,1,1
Francisca J. González-Klenner,1,10,10.0,10,1,1
Francisca Poblete-Ramos,1,10,10.0,10,1,1
Pedrona Serra,1,10,10.0,10,1,1
Sebastián Oliva H.,1,10,10.0,10,1,1
Matthieu Courty,1,10,10.0,10,1,1
Jaime Mena,3,10,3.33,7,2,3
Eric Clot,1,10,10.0,10,1,1
Serkan Aylan,1,10,10.0,10,1,1
Alejandra Z. Beghelli Z,1,10,10.0,10,1,1
María Teresa Silva,1,10,10.0,10,1,1
Diego Díaz,3,10,3.33,6,2,3
Paula Calderón-Castillo,1,10,10.0,10,1,1
Paula Pimentel,2,10,5.0,7,2,2
Francisca Ferrón-Carrillo,2,10,5.0,9,1,2
Carlos E. Salas,1,10,10.0,10,1,1
Ingrid Nicole Vásconez,3,10,3.33,5,2,3
Yunyang 云炀 Li 李,1,10,10.0,10,1,1
Cristian Covarrubias,1,10,10.0,10,1,1
Maureen Trebilcock,1,10,10.0,10,1,1
Christian C. Figueroa,1,10,10.0,10,1,1
Sebastián Escobar,2,10,5.0,10,1,2
Federico Betti,1,10,10.0,10,1,1
Sebastián Lara,1,10,10.0,10,1,1
Sebastián Lourido Araneda,1,10,10.0,10,1,1
Eiliana Montero,1,10,10.0,10,1,1
Katherine Exss,2,10,5.0,10,1,2
L. Milliron,1,10,10.0,10,1,1
L. Ramirez Q,1,10,10.0,10,1,1
L.F. Gomes,1,10,10.0,10,1,1
Young Joo Park,1,10,10.0,10,1,1
Paula A. Ruiz-Ruiz,2,10,5.0,6,2,2
Piera Pepe-Vargas,3,10,3.33,6,2,3
Francisca Chabour-Barra,1,10,10.0,10,1,1
Alejandro Rivera-Lavado,1,10,10.0,10,1,1
Sean C. Smith,1,10,10.0,10,1,1
Carlos Valdebenito,3,10,3.33,8,2,3
Sigurd Naess,1,10,10.0,10,1,1
Gerardo Echeita Sarrionandía,1,10,10.0,10,1,1
María Inés Díaz,1,10,10.0,10,1,1
Matías Lopez,2,10,5.0,8,2,2
José Vilches,2,10,5.0,7,2,2
AnaLía Henríquez,1,10,10.0,10,1,1
A. Hierro‐Rodríguez,3,10,3.33,5,2,3
Laura Acosta,2,10,5.0,6,2,2
Laura BORGES,1,10,10.0,10,1,1
A. M. U. B. Mahfuz,2,10,5.0,7,2,2
Ester Trigo Ibáñez,3,10,3.33,6,2,3
Enrique Dupré,2,10,5.0,6,2,2
Paul Houston,1,10,10.0,10,1,1
Sebastian Veas,1,10,10.0,10,1,1
Diego Alarcón,1,10,10.0,10,1,1
Sarah Roggendorf,1,10,10.0,10,1,1
Silvina Ippi,1,10,10.0,10,1,1
María Fernanda Lanfranco,5,10,2.0,5,2,3
Mauricio López,3,10,3.33,10,1,3
Joaquín Quílez,1,10,10.0,10,1,1
Yara L. Jaffé,1,10,10.0,10,1,1
Yara Yousef,1,10,10.0,10,1,1
Esteban Reyes,1,10,10.0,10,1,1
Bruna Ferraço Marianelli,1,10,10.0,10,1,1
Guillermo Martínez‐Flórez,3,10,3.33,7,2,3
Patrick A. Gerin,1,10,10.0,10,1,1
Francine Beaujot,1,10,10.0,10,1,1
Prateek Sharma,1,10,10.0,10,1,1
E. J. Wollack,2,10,5.0,10,1,2
Lawrence E Bilton,1,10,10.0,10,1,1
Guillermo González Hernández,7,10,1.43,9,1,3
María C. Veiga,1,10,10.0,10,1,1
Gerardo Moreno,1,10,10.0,10,1,1
Asim Laeeq Khan,1,10,10.0,10,1,1
Scheleyer Gustavo,1,10,10.0,10,1,1
Arash Jamali,1,10,10.0,10,1,1
Sara Cristina Chaverra Garcés,2,10,5.0,10,1,2
Patricio E Saavedra,1,10,10.0,10,1,1
Jordan I. Huanacuni,3,10,3.33,6,2,3
Jonathan Pineda-García,1,10,10.0,10,1,1
Jonathan Soto,2,10,5.0,6,2,2
Jong‐Ho Shinn,1,10,10.0,10,1,1
A. Muñoz-Arancibia,1,10,10.0,10,1,1
Karla Bustamante,1,10,10.0,10,1,1
R Ismenia Guzmán,1,10,10.0,10,1,1
Claudia Méndez,1,10,10.0,10,1,1
Micaela Castellino,1,10,10.0,10,1,1
Simón Oyarzún,2,10,5.0,6,2,2
Martín Molina,3,10,3.33,9,1,3
Aleksandra Krstić,1,10,10.0,10,1,1
Sara Rodríguez‐Mozaz,1,10,10.0,10,1,1
Felipe Figueroa-Tapia,1,10,10.0,10,1,1
Melisa Adaros,1,10,10.0,10,1,1
Christian Fernández‐Campusano,1,10,10.0,10,1,1
Andrea Yáñez-Meza,1,10,10.0,10,1,1
Ximena López,1,10,10.0,10,1,1
C. Hepburn,1,10,10.0,10,1,1
Gül Erkol Bayram,1,10,10.0,10,1,1
Cecilia Naveira‐Pazos,1,10,10.0,10,1,1
Leonel Araya,1,10,10.0,10,1,1
Leonie Kronborg,1,10,10.0,10,1,1
Leonor Conejeros-Solar,3,10,3.33,8,2,3
Letícia Borfe,4,10,2.5,8,1,3
A. del Caño Garrido,1,10,10.0,10,1,1
Helena Veiga,1,10,10.0,10,1,1
Héctor Aravena-Ambrosetti,3,10,3.33,6,2,3
Héctor Araya,4,10,2.5,6,2,3
Daniel Saavedra,1,10,10.0,10,1,1
Germán Lira,1,10,10.0,10,1,1
Germán Olivares-Cantillano,3,10,3.33,6,2,3
Martina Ferrero,1,10,10.0,10,1,1
Martina Vítková,1,10,10.0,10,1,1
Martín Enrique Durán-García,1,10,10.0,10,1,1
Elba Vivanco,1,10,10.0,10,1,1
Sandra Kreisel,3,10,3.33,9,1,3
Andreas Braun,1,10,10.0,10,1,1
Elizabeth Cadena,1,10,10.0,10,1,1
Foteini Skara,1,10,10.0,10,1,1
R. Bravo,1,10,10.0,10,1,1
Isabel Pereira Aranda,1,10,10.0,10,1,1
Elson Leal,2,10,5.0,8,2,2
Braulio Contreras-Trigo,2,10,5.0,9,1,2
Ana María Abraña,1,10,10.0,10,1,1
Sofía Martínez,1,10,10.0,10,1,1
Solange Cantillana,2,10,5.0,5,2,2
Juan F. Alvarado,3,10,3.33,6,2,3
José M. Álvarez,4,10,2.5,7,2,3
Sama Nemat Allah,2,10,5.0,10,1,2
Felipe Gómez-Alvear,1,10,10.0,10,1,1
Jorge Baños,2,10,5.0,8,2,2
Paola Poch,2,10,5.0,10,1,2
Paolo Reggiani,2,10,5.0,6,2,2
Willian Raphael,1,10,10.0,10,1,1
E. De Biasi,1,10,10.0,10,1,1
Isadora Cardoso-Pereira,3,10,3.33,6,2,3
Walter Kühne,1,10,10.0,10,1,1
Isidora Abasolo Farfán,1,10,10.0,10,1,1
R. Quinteros-Mayne,2,10,5.0,9,1,2
Francisco López‐Cortés,2,10,5.0,10,1,2
Felipe Méndez-Abarca,3,10,3.33,6,2,3
Alex Ferreira,1,10,10.0,10,1,1
Jacob P. Crossett,1,10,10.0,10,1,1
Fanny Guzman,1,10,10.0,10,1,1
Sonia Reyes‐Paecke,1,10,10.0,10,1,1
Cheryl Vallender,2,10,5.0,10,1,2
Francisco Olate Gómez,4,10,2.5,8,1,3
Francisco Olmar Gervini de Menezes Júnior,1,10,10.0,10,1,1
Cristián Henríquez,1,10,10.0,10,1,1
Darcy Ríos,1,10,10.0,10,1,1
R. K. Tiwari,1,10,10.0,10,1,1
R. Kehoe,3,10,3.33,10,1,3
D. Rodríguez-Mancini,1,10,10.0,10,1,1
Claudio González‐Fuentes,1,10,10.0,10,1,1
S. Michea,2,10,5.0,6,2,2
Juan I. Cañete,2,10,5.0,8,2,2
Ava Polzin,1,10,10.0,10,1,1
Mark C. Jenkins,1,10,10.0,10,1,1
Diego Romero,1,10,10.0,10,1,1
Javier Brazo‐Sayavera,6,10,1.67,5,2,3
Saavedra,1,10,10.0,10,1,1
R. Wallace,1,10,10.0,10,1,1
Jorge Fuentes,2,10,5.0,9,1,2
Pablo Silva,2,10,5.0,7,2,2
Lizette J. Bertin,1,10,10.0,10,1,1
Loewe,1,10,10.0,10,1,1
Lorena Linacre,1,10,10.0,10,1,1
Vítor Teixeira Mazziero,1,10,10.0,10,1,1
Alexander Gagliano,1,10,10.0,10,1,1
Javier Correa-Orellana,1,10,10.0,10,1,1
Christian Kennes,1,10,10.0,10,1,1
Christian M. Ibáñez,1,10,10.0,10,1,1
Gertraud M. Schmidt‐Grieb,3,10,3.33,4,3,3
Gertrudis Payàs,7,10,1.43,5,2,2
Ayaka Ito,3,10,3.33,6,2,3
Sonia Yáñez,1,10,10.0,10,1,1
Alejandra Díaz,1,10,10.0,10,1,1
Mickaël Bourgoin,1,10,10.0,10,1,1
Miguel Alvarado Borgoño,7,10,1.43,4,2,3
Miguel Araújo de Vasconcelos Filho,1,10,10.0,10,1,1
Rafael Aparecido Santos,1,10,10.0,10,1,1
Guido Keel,1,10,10.0,10,1,1
Eduardo Segredo,1,10,10.0,10,1,1
Cristóbal Ignacio Galleguillos Ketterer,4,10,2.5,7,2,3
JG Reyes,1,10,10.0,10,1,1
Mikiya Muramatsu,1,10,10.0,10,1,1
Enzo Brito‐Rozas,2,10,5.0,7,2,2
Pablo Cordero,1,10,10.0,10,1,1
Jorge Gaona,5,10,2.0,8,1,3
Pablo Gago-Ferrero,1,10,10.0,10,1,1
Pablo Gregori,4,10,2.5,6,2,3
Víctor Gudiño,1,10,10.0,10,1,1
Gregory T. Browne,1,10,10.0,10,1,1
Lounès Lounis,1,10,10.0,10,1,1
Virginia Delgado,1,10,10.0,10,1,1
Carolina Bonacic Castro,1,10,10.0,10,1,1
Abigail Arenas‐Caro,2,10,5.0,6,2,2
Viviana Martínez,1,10,10.0,10,1,1
Celia Álvarez‐Bueno,2,10,5.0,9,1,2
Eduardo Rojas,1,10,10.0,10,1,1
Raphael Pereira,1,10,10.0,10,1,1
Cláudia Marlene Bauer,1,10,10.0,10,1,1
Ruth I. Murrugarra,1,10,10.0,10,1,1
Antonio Cifuentes de la T.,1,10,10.0,10,1,1
Miriam Salazar,1,10,10.0,10,1,1
Felipe Valencia,1,10,10.0,10,1,1
Stijn Vansummeren,1,10,10.0,10,1,1
Claudia Zúñiga,3,10,3.33,10,1,3
J. Valin,1,10,10.0,10,1,1
Mariel Campalans,2,10,5.0,10,1,2
Pablo Albistur,1,10,10.0,10,1,1
Pablo Cañón,1,10,10.0,10,1,1
Victoria Mesa,1,10,10.0,10,1,1
Vinicius F. Kniggendorf,1,10,10.0,10,1,1
Edgardo Olivares Gómez,1,10,10.0,10,1,1
Lucía Ortega Cabello,2,10,5.0,10,1,2
Elias Masihy C.,1,10,10.0,10,1,1
Rashmi Uniyal,1,10,10.0,10,1,1
Raya Dastidar,1,10,10.0,10,1,1
Francisco Zuluaga,1,10,10.0,10,1,1
Rubén Gil‐Solsona,1,10,10.0,10,1,1
Emilse Durán-Aponte,1,10,10.0,10,1,1
Modesto Millán,1,10,10.0,10,1,1
Mohammad W. Alomari,3,10,3.33,5,2,3
Susan Lühr,3,10,3.33,7,2,3
B Pianciola,1,10,10.0,10,1,1
B. A. Weaver,2,10,5.0,10,1,2
P. Sanchéz-Sáez,1,10,10.0,10,1,1
P.J. Aguilera-Rojas,2,10,5.0,8,2,2
Eduardo Reyes,2,10,5.0,5,2,2
Claudio F. Cornejo,1,10,10.0,10,1,1
Luigi di Bitonto,2,10,5.0,8,2,2
C. Romeralo Tapia,1,10,10.0,10,1,1
Luis A. Aguirre,1,10,10.0,10,1,1
Luis Antonio Espinoza-Ramos,3,10,3.33,6,2,3
Ivette Norambuena Sandoval,1,10,10.0,10,1,1
Danny Espín-Sarzosa,2,10,5.0,10,1,2
P. A. Estévez,1,10,10.0,10,1,1
Antonello Penna,1,10,10.0,10,1,1
Antoni Buira,3,10,3.33,9,1,3
Gabriel Caro,2,10,5.0,8,2,2
Erica G Carevic,1,10,10.0,10,1,1
Fabián Martínez‐Gómez,1,10,10.0,10,1,1
J. Silva-Farfán,1,10,10.0,10,1,1
P. Huijse,1,10,10.0,10,1,1
Cristián Cofré León,1,10,10.0,10,1,1
Elias Basile Tambourgi,1,10,10.0,10,1,1
Luis Carter,3,10,3.33,6,2,3
